username,following_count,cloudcast_count,follower_count,favorite_count,listen_count
bounce,1,0,0,0,1
awdrius,2,0,2,1,4
sampo,1,0,1,0,1
Karla_Kuhim,1,0,0,1,1
putinho,1,0,4,0,1
othman,8,0,14,5,22
dirtybeatnik,13,0,38,5,3
Jopakolla,3,0,2,1,38
mcozire,2,0,0,0,1
nooramarja,1,0,34,0,1
jvoaten,3,0,25,0,0
rich48,1,0,6,0,5
butterboom,1,0,0,2,11
dianka,1,0,2,3,9
deliriumtremens,0,0,4,0,1
t_lo,2,0,15,2,3
jacky,7,0,15,2,13
mathieuevasion,2,0,0,4,1
seiffjul,1,0,0,16,46
djque,1,0,1,2,4
bio9,2,0,0,0,3
matierenoire,7,0,2,0,0
jonasoul,0,0,25,0,0
DjAliExclusive,2,0,0,0,0
annochka,2,0,1,1,5
majah,29,0,11,2,5
crompton,2,0,9,2,2
casperize,1,0,2,2,2
glitchkid,0,0,5,0,0
SimonJames,4,0,22,0,6
sweetok,16,0,14,4,55
danie_dnb,4,0,4,0,0
bianca,3,0,5,0,16
beckmann,1,0,0,0,0
pigeon_love,2,0,11,2,3
djenredo,1,0,0,0,0
juleshugal,12,0,0,5,19
moritzglashauser,1,0,0,0,0
danceaholic,1,0,1,2,2
lowcreeper,2,0,3,8,7
music4pliers,0,0,2,0,8
jeroenhoman,5,0,11,0,8
vlabey,2,0,1,1,1
zekost,2,0,1,0,4
alexbeats,0,0,9,0,1
jameslovett,2,0,2,0,0
madvillain_RA,2,0,0,1,3
partycmyk,0,0,16,0,0
KiraNeris,6,0,29,0,8
waylo,2,0,17,7,13
jkjun,1,0,0,1,1
forwardthinkingtam,3,0,2,0,1
youhavetalent,2,0,11,0,2
lisebing,4,0,2,7,21
ibil,29,0,32,0,2
vinmassive,6,0,21,17,79
aladepestedrum,1,0,0,0,0
Emilybethie,1,0,1,0,2
mrbishi,3,0,0,0,8
Tigershrimp,8,0,56,0,1
clodine,2,0,0,0,3
HayleyMadigan,2,0,12,1,46
scorchio,13,0,29,11,23
fabuleuxfab,26,0,67,6,11
Lonewolf,1,0,1,0,0
Bmaione,5,0,5,1,8
zevzecool,1,0,2,3,6
Nemmy21,65,0,75,5,13
analogarts,0,0,12,0,0
VonuBeats,3,0,15,0,4
vaagsbygdmusic,12,0,13,0,2
cragchris,1,0,0,5,0
KS20,78,0,70,5,3
rods,8,0,28,5,14
djmunks,1,0,0,0,0
marksekree,0,0,5,0,2
OriginalBadKitty,1,0,0,1,1
europeanrich,1,0,0,0,3
emilyrocks,1,0,7,0,0
ritamorar,5,0,2,1,1
iammyownpet,3,0,3,7,8
flxtrkr,2,0,10,0,0
blakestorm,8,0,15,3,13
freshfor88,5,0,2,1,0
danfish,1,0,0,0,0
afcgasher,3,0,2,1,0
disnotwork,5,0,4,0,0
emiinz,3,0,4,5,9
gumdrops,1,0,0,1,2
Les_mouches,1,0,0,1,3
booki,6,0,5,3,13
jaketo,1,0,1,1,1
elporto,3,0,0,1,3
danwtmoon,11,0,5,0,5
danis,2,0,9,0,3
ugneflux,16,0,8,10,38
daviroque,5,0,9,0,1
unzagi,2,0,1,0,0
dennisdcfc,2,0,1,0,0
Acid_Pink_Sweetie,2,0,4,2,8
dmatica,1,0,3,0,3
knomad,9,0,13,0,0
bustascratch,3,0,1,0,3
negativefix,17,0,56,3,15
vegamasta,5,0,4,2,14
coasone,25,0,21,1,42
SamTB,2,0,13,2,3
wearewolf,8,0,3,1,2
hllwy,15,0,10,0,1
Macavity,0,0,10,0,0
Mekeke,2,0,0,1,1
tomjones,3,0,23,7,17
IGIF,0,0,61,0,0
miselin,1,0,5,0,3
cemore91,1,0,14,0,1
FIFTY,4,0,3,0,21
venttiarmas,0,0,1,4,10
ChooseWisely,1,0,0,0,1
nickernow,39,0,85,11,140
helderlima,1,0,9,0,0
shteixeira,1,0,0,0,1
JAZZAPPLENZ,1,0,0,1,1
underset,3,0,4,1,0
biggie_kh,2,0,0,2,0
patrickturley,3,0,2,0,2
scotty,6,0,6,1,21
bushy33,1,0,7,0,0
kaspytek,8,0,38,19,74
jaq,1,0,2,1,6
ektouge88,2,0,0,0,0
benbrophy,2,0,11,2,1
korjicheck,1,0,0,0,1
dav_man,8,0,1,1,5
Mez_One,30,0,34,0,5
karadnbG,1,0,7,1,1
tknb,1,0,0,0,0
Px,2,0,1,0,0
Tallboy,0,0,2,0,0
tknr,1,0,3,1,1
pinart,4,0,6,1,11
PP,18,0,24,67,75
gramps,1,0,1,0,0
Botica,3,0,11,0,2
LEOHENRY,9,0,1,0,0
stonebridgetom,3,0,0,7,5
wearethree,28,0,44,4,31
malcsmith,3,0,0,1,21
alwaysortiz,2,0,1,2,2
mrgalactus,1,0,4,0,0
blaisebellville,0,0,18,0,1
njpryce,45,0,82,15,14
cervmi,1,0,0,0,0
dietcolalola,9,0,6,0,7
albert73,6,0,2,5,63
oziemcee,1,2,1,0,0
10DIGI_I,0,1,0,0,0
unseendj,12,1,2,0,0
thrust82,0,1,3,0,0
nickwicked,0,1,7,1,0
davidotero,0,1,1,0,0
joroboro,2,1,9,0,0
r5,6,1,4,1,5
Gnome,1,1,2,0,0
bronimlo,0,1,5,0,2
Liapin,4,1,3,0,0
patnb37,11,1,1,0,0
seanswisz,1,2,3,0,3
rudeboy,15,2,18,0,3
czscream_cube,1,1,2,0,0
BASSHEADS,0,1,7,0,0
artefakt,1,1,5,1,3
jessikazen,0,1,2,0,15
zaren_inthemix,5,1,9,1,2
magnedisck,5,2,0,0,2
DjLimitz,8,1,17,8,2
zer0zen,10,1,7,2,15
klainmain,0,1,1,0,0
combinator,0,1,3,0,0
tilt,4,1,6,0,0
calitron,4,1,5,0,10
inalbion,6,1,23,0,5
yoshishi,4,1,4,0,4
DELETEDJAN17A,3,1,10,0,0
PokerPR,2,1,15,1,2
ersoynaz,1,1,8,2,7
funkism,0,1,32,0,3
Ladyprowl,17,1,11,0,3
pp15doodoo,1,1,5,0,1
kaster,1,1,1,0,0
TheMoBeatsExperience,6,1,3,0,5
jeffvalle,0,1,1,0,0
takafumi0208,4,1,0,0,2
phane,4,1,4,0,1
ATLBOY,2,1,1,0,1
zenray,1,1,24,0,0
outpostmedia,0,1,32,0,0
Tuney,0,1,4,0,0
distantstarr,302,1,104,4,17
Barkers1970,27,4,40,0,0
rebekah,9,2,86,3,1
djnicotean,328,1,95,5,8
coneyislandsound,275,2,115,12,29
ua,0,1,9,0,0
Dusty,23,3,66,0,3
mitch,46,1,70,4,6
yoyoyoni,43,1,37,8,4
SP_Labs,2,2,11,0,1
seleniumtester,0,4,1,0,0
brabanit,29,1,33,0,3
mrmando73,2,0,3,1,3
dyeve,102,0,45,70,36
dopesound,187,0,11,6,5
nastique,10,0,3,9,26
ultravioletlove,14,0,31,5,6
jonbrady,4,0,3,0,0
Eric1212,1,0,0,3,4
pauli,1,0,2,0,3
jeloz,1,0,3,0,0
codecowboy,4,0,12,1,1
lov3D,11,0,2,1,9
resonancefm,2,0,1,0,0
djsonix,2,0,9,1,0
olliepalmer,4,0,1,0,3
certainlyakey,1,0,4,0,5
palace85,3,0,9,2,1
spectre69,14,0,10,3,57
ELKID888,2,0,3,1,13
wen,14,0,25,18,439
Patrick2010,2,0,0,0,1
baibapele,1,0,9,0,1
VITOR_P,4,0,2,0,0
phaetonsguardian,10,0,4,0,2
trickolas,3,0,2,0,2
jakeonamac,2,0,2,10,29
TheMoustache,1,0,0,1,1
cruz,1,0,12,0,7
el_guapo_,2,0,0,2,1
Freshoutofdeath,1,0,0,0,1
mostaphaa,1,0,0,1,1
smutton,1,0,0,1,2
gnourteinahpets,1,0,15,2,4
wizardsarebetter,0,0,28,0,2
johangradin,42,0,2,7,1
kakmateam,1,0,0,8,0
handzon,2,0,1,0,1
lafnum,1,0,6,0,0
twainsawyer,2,0,6,1,10
kennyanderson,2,0,13,0,9
peedizzle,19,0,0,2,15
moosatov,1,0,9,0,1
dizzywizz,1,0,1,3,4
quextal,1,0,1,0,0
AlexS,1,0,10,0,0
ryfka,2,0,0,1,2
dondi,6,0,9,1,0
mykee,5,0,20,3,4
peterc,1,0,14,2,0
drdrumz,2,0,7,0,1
kinga1708bpm,15,0,11,14,8
stillenoyingabeat,7,0,6,4,43
crazydon,2,0,7,5,1
m03,56,0,14,80,94
mccnad,1,0,1,0,2
zazazaza,1,0,1,2,0
Redrob,4,0,2,0,3
JohnHowes,15,0,25,0,3
Fucklite,13,0,32,8,17
qedrecords,4,0,1,0,0
miksabb,2,0,1,3,2
TheOtherSideRadioShow,0,0,23,0,0
ToughC,1,0,0,4,19
Rawtee,1,0,10,0,1
poohcpoohc,5,0,21,11,30
annnna,1,0,0,0,0
Ekma,1,0,2,1,2
egyptiansushi,7,0,48,3,2
timperry,28,0,17,2,175
deejRah,7,0,5,4,0
djlineup,1,0,2,4,0
ContentChunk,6,0,2,0,1
tipanic,5,0,50,7,22
onur,3,0,13,1,2
trillbilly,32,0,40,5,61
Catracho,7,0,5,7,8
nateal33t,7,0,18,0,0
ohmwerk,4,0,5,1,3
superstrut,2,0,9,4,40
zeeninetynine,31,0,35,0,0
cmb,0,0,16,0,0
jonnycrutches,2,0,0,0,1
Koonut,1,0,10,0,1
vladimirtorres,1,0,2,0,2
DannyB1978,3,0,4,0,0
cmu,5,0,40,4,3
Serafina,2,0,0,1,4
Shibbstarr,5,0,0,0,0
liamisaac,0,0,1,0,0
pandu,14,0,49,0,1
DJtankGSY,3,0,0,3,17
pando,10,0,29,1,6
Irregular,2,0,13,3,2
gp37203,6,0,3,0,6
lucasokenny,1,0,3,0,15
zundr,1,0,4,0,3
ribalazs,2,0,0,3,7
johnnyalpha,10,0,7,0,0
tommyc,6,0,15,1,35
benbl,0,0,1,0,2
yaggisan,4,0,2,0,14
charlescandal,3,0,0,1,1
marcohdz,4,0,0,0,0
plenum,1,0,0,0,0
jeffachatelet,4,0,41,16,51
raivukas,1,0,1,8,38
bri,5,0,18,14,55
sarah,3,0,3,0,10
PigmyShrew,5,0,7,5,16
evanmann,1,0,0,1,5
tbrrrd,7,0,9,1,21
four_finger,2,0,1,2,1
Miss_Corto,1,0,0,0,0
yari,0,0,11,0,0
restartist,2,0,3,0,1
jacobbradford,3,0,1,0,0
OHSISTER,1,0,3,2,11
dubplate,4,0,2,0,3
utlander,1,0,2,0,2
ritualsounds,1,0,2,0,0
megasoul,4,0,5,0,7
moron,3,0,2,1,3
krewlio,1,0,1,0,1
frankkamadin,67,0,62,11,68
antroposhu,25,0,3,0,1
IconArtists_dubstep,54,0,38,20,1
BeerJumper,1,0,9,2,5
djizzy,5,0,7,1,9
meedy,1,0,12,0,1
stevera,2,0,9,0,0
djsuncho,1,0,1,0,0
soundedge,1,0,6,1,1
perdindirindina,1,0,0,0,2
cc_comet,25,0,46,8,46
safy,1,0,0,2,7
flostyler,5,0,2,2,34
ozzano,10,0,16,6,10
hbvbuh,1,0,0,0,1
jbandoni,1,0,1,1,3
randomage,0,0,3,0,0
tenthousandtracks,1,0,13,0,0
focuske,2,0,0,0,2
sayakaaawai,2,0,1,1,1
Cwatt,3,0,1,0,2
BIGTAZ,4,0,15,5,30
ptourette,1,0,0,1,1
Tnimbus,3,0,5,3,2
Justify,3,0,2,0,0
julianmarazuela,1,0,1,0,1
Undress_Proskurin,1,0,2,0,1
Oneo8,1,0,0,0,2
clouding,1,0,0,0,0
jotangia,1,0,2,1,0
raylee17,1,0,1,1,1
philosophiemusic,0,0,4,0,2
matmoyes,3,0,0,1,10
sutterkane,9,0,3,15,57
rachren,1,0,1,0,2
HaL0317,6,0,1,0,13
karlparton,2,0,7,0,2
ION_,4,0,2,0,0
ChiefRebelAngel,1,0,0,0,0
zira,3,0,9,2,19
undoundo,0,0,9,0,1
b14g10,1,0,5,1,2
matthewepler,0,0,4,2,3
BambuRecords,2,0,8,0,6
datanoir,7,0,3,0,0
Tiffers,9,0,5,0,1
athibaud,8,0,1,1,19
djfritzx,5,0,3,0,5
fabilipo,6,0,7,1,2
pauloantonio,3,0,0,0,0
popsalva,2,0,1,2,9
Leedsbest,3,0,0,0,1
DjfreeminDs,4,0,2,0,2
romski17,8,0,4,2,50
unbay8,1,0,1,0,1
kemalyaldiz,2,0,0,0,7
tom_siwik,1,0,0,1,1
janerom,31,0,16,4,21
hasnamusbeats,1,0,12,0,0
sashasasha,1,0,0,5,7
dayoss,9,0,3,2,5
gutsz,13,0,5,3,9
oisiricc,4,0,2,5,6
Bcharlie,2,0,0,0,1
zananeno,3,0,1,1,4
djfroggy,1,0,0,2,6
clairep77,1,0,7,4,1
emm,9,0,2,9,40
ANDONOFF,5,0,0,1,0
Pepehouse,0,0,11,0,0
heroesoftherave,2,0,26,0,0
ponkstyle,2,0,0,0,0
dubphone,0,0,1,0,1
goodneck,2,0,2,0,1
positivevibrationsound,3,0,11,0,0
doriadar,8,0,2,0,44
babak,1,0,6,0,0
JohnnyBravo99,1,0,0,0,0
shakti,10,0,3,0,4
cduellofsp,1,0,0,0,0
arnasarnas,2,0,16,3,4
zheroewon,1,0,22,1,2
katja198700,3,0,9,1,28
gaz_turner,2,0,1,0,3
tuanthataiden,9,0,2,0,0
pmtpaula,3,0,0,3,5
doyoulike,1,0,1,0,1
Dawg,2,0,0,0,6
77er,3,0,0,44,51
the_zombiks,1,0,9,0,1
fornogoodreason,0,0,20,1,3
heart4soul,1,0,7,0,0
passmore,2,0,2,0,1
carolinworldwide,17,0,23,0,22
bnc,0,0,8,2,24
unknownjunglist,12,0,4,3,17
aksimoN,1,0,0,0,0
Aylaizm,2,0,2,1,1
TCAT,2,0,2,0,3
dizzy,1,0,1,0,0
eljay,4,0,3,0,0
alejandroz,8,0,0,2,3
briski,1,0,19,1,3
mtlhh,15,0,4,2,7
fliter4,1,0,0,0,0
damadama,1,0,1,0,0
jonnychallenger,2,0,0,0,3
hans,1,0,2,2,5
emeriss,1,0,0,0,3
laulagraph,1,0,0,3,4
humble,7,0,23,0,15
HarryFollett,6,0,5,0,65
sansan,3,0,0,0,0
Lightdud,7,0,27,8,33
djresidual,3,0,10,0,0
thewhatnoise,0,0,12,0,1
devintj,0,0,3,0,1
gavinho,12,0,51,9,21
joss,2,0,10,24,52
kleingeorge,3,0,1,0,0
axelT,5,0,0,3,2
PiNi,4,0,1,2,26
zagor,2,0,0,1,6
downthere,2,0,0,0,10
Aleksandr,1,0,4,0,0
howmanygills,1,0,3,4,13
albinosquirrel,0,0,5,0,1
miyuru,0,0,5,0,0
stardust,1,0,7,2,7
Trevwa,1,0,0,0,0
haslam,1,0,0,1,2
ALeXiS,2,0,12,0,5
colinbarr1,1,0,1,1,6
djcxp,1,0,0,0,1
felixlive,167,0,88,6,3
hidden_gate,9,0,4,3,23
peep,56,0,50,22,319
gilaworks,2,0,0,0,3
jefferson66,9,0,26,1,14
etahdamn,3,0,3,13,79
BBJB,2,0,0,1,0
onlydeejay,9,0,4,0,0
nataliecandice,2,0,7,1,1
adamhogarth,5,0,2,0,1
sinfin,1,0,3,0,5
vivi1982,2,0,1,1,2
mikkidee,18,0,12,0,0
smackwell,1,0,6,0,2
tarifarak,3,0,0,5,9
roellloe303,1,0,15,1,1
luffy,3,0,1,2,14
Bronnie,1,0,0,0,1
nouseforthis,20,0,57,4,33
kazza69,2,0,8,2,2
74ns,2,0,14,1,0
ascii_husky,2,0,0,1,15
kvl,2,0,0,4,9
tothebone,0,0,17,0,0
sheuer,2,0,0,1,2
getpromotednow,1,0,2,1,2
Mapple,5,0,9,1,4
louiscrusoe,6,0,13,17,127
beds,5,0,0,10,5
6_db_9,9,0,1,9,8
amazingscences,1,0,0,1,1
juandingo,3,0,8,1,0
alang,6,0,4,1,2
NYtoAdAM,7,0,4,2,0
charliebravo,0,0,7,0,2
jroseva,1,0,0,2,0
mrcheek,10,0,3,2,48
andreuambrose,17,0,41,13,165
tristanmillward,1,0,0,3,6
aphomic,2,0,1,1,6
nunya,6,0,12,0,3
surfingsunny,2,0,0,0,0
jon4985,1,0,1,2,17
holeinthespeaker,6,0,15,9,21
briaproject,7,0,4,0,3
pictokiwi,10,0,23,5,118
shakey,1,0,0,1,1
lukecreed,0,0,3,1,1
Dario,2,0,20,0,1
jimbola,0,0,2,1,1
fuckallstars,4,0,9,6,10
GIJoana,1,0,0,0,0
blackbeard,1,0,1,0,0
pocoblu,4,0,7,7,7
nino,1,0,2,3,12
momanddadmusic,0,0,7,0,1
djdel,1,0,0,1,1
frazer,0,0,1,0,1
lighthouses,0,0,2,1,3
kwitte,1,0,5,1,2
DrSenuta,0,0,9,0,0
darkthunder37,1,0,0,1,0
Auza,1,0,0,0,0
mdlls,14,0,7,1,9
pauline_j,1,0,0,1,1
bige,1,0,19,0,0
sergeysneak,13,0,12,0,1
lepehdex,2,0,2,0,1
djmarkutz,1,0,2,0,0
cameronaskin,8,0,8,44,184
scottcairo,0,0,5,0,0
petitze,1,0,2,2,38
deej2550,23,0,14,4,26
mkuenzer,1,0,1,0,5
marineit,1,0,0,0,0
KENRU,3,0,3,10,8
janabel,1,0,0,3,1
amalik,29,0,9,21,39
kaiya215,1,0,0,0,2
daskindt,1,0,11,2,3
MlQee,6,0,22,0,7
NCR0,1,0,0,0,1
ziyanda,10,0,3,2,0
dynamicbaddog,1,0,0,1,1
christremens,1,0,5,1,0
donmac,2,0,0,0,0
rbanna10,1,0,0,0,1
diebo,14,0,12,9,8
kurt,1,0,1,0,0
labwax,3,0,17,0,0
miamidays,4,0,1,0,0
Jad,33,0,7,0,46
redroy,29,0,20,1,58
zyran,1,0,1,4,7
akeo,0,0,3,7,41
mshellie87,1,0,4,1,1
nop,1,0,2,1,0
djeastwood,6,0,51,0,3
AndyG1128,1,0,0,0,0
Symmetric,1,0,16,0,1
GPower,34,0,31,3,31
essisdead,2,0,1,2,5
megabo,3,0,14,1,4
subscrumptious,9,0,1,0,0
DjFuNkYjUnKiE,2,0,5,0,1
horremhill,1,0,0,1,2
discogeek,10,0,3,5,0
TitoV,1,0,0,0,1
TuRbo,2,0,14,2,7
paulvictor,1,0,0,0,2
rscarf,2,0,16,0,0
neph,47,0,37,0,20
rina,5,0,8,0,2
rnzo,3,0,32,3,14
bnhymn,2,0,0,0,1
nicoulas29,1,0,0,0,0
jewgonewild,0,0,2,0,0
brainw,4,0,6,4,6
feldbergs,3,0,14,0,9
artificer,35,0,24,12,101
d09,4,0,15,0,2
elmomaclroy,3,0,26,2,2
Ecesis,1,0,0,3,7
donaldsugna,1,0,2,0,0
willanderson,3,0,4,0,0
squashflik,1,0,2,1,0
uyku,28,0,43,5,136
mycast,1,0,3,0,2
Ugisb,1,0,14,0,0
beuska,1,0,1,0,3
mrp,3,0,0,0,2
mrd,3,0,15,7,77
mre,2,0,3,1,0
gardsfromkc,14,0,14,9,1
combatbaby,2,0,0,2,5
drumnoise,3,0,2,4,24
joaokawaii,4,0,9,5,4
uniq_thret,1,0,1,1,1
petergannon,0,0,117,13,66
sunchild,3,0,2,0,12
hex1703,1,0,7,0,0
raineywillis,6,0,33,6,4
burst,5,0,19,0,1
originalpete,9,0,5,1,20
samfoo,2,0,3,0,2
bazz,6,0,3,0,0
renatopborges,1,0,4,2,4
mirela,1,0,1,0,2
detboi,53,0,21,0,0
trevharg,9,0,6,1,17
cEsArIm,4,0,1,5,9
simplyred,0,0,2,0,3
stevehegs,3,0,1,0,4
strisceapois,1,0,9,0,2
krishovel,13,0,15,0,4
triermusic,2,0,4,1,1
fthefcc,0,0,5,23,319
alfieblue,1,0,0,1,5
bizoune,5,0,2,2,8
woollydingo,1,0,0,0,3
6ONE6,0,0,3,0,0
birdsigh,1,0,0,0,0
mamina,3,0,23,1,1
pau35,1,0,0,2,0
shuyrdecko,3,0,2,0,0
muur,1,0,1,1,2
patsch,2,0,0,0,1
juanferzc,6,0,18,4,4
0ad,3,0,1,4,19
baresrenaud,1,0,11,0,1
qu4rtz,7,0,5,4,21
richardreiter,1,0,1,0,2
handcuffz,1,0,0,0,1
amirhhz,5,0,20,2,10
mat,643,0,246,43,74
Marco_C,421,10,248,0,1
sketchy,590,5,674,94,416
rez,520,1,618,69,246
multimodalradioshow,14,16,41,2,6
djprofileuk,8,2,55,0,0
hotchipmixtape,0,1,322,0,1
hilka_dot,10,4,32,2,9
cunei4m,17,2,61,0,1
fredley,12,1,90,13,139
payback,18,99,252,0,121
autopistalivetrip,38,86,30,13,65
trishes,22,5,44,6,4
marclouis,45,3,23,0,1
DJHannibalDubstep,15,2,3,8,1
code313,1581,4,355,5,0
MrPush,3,0,2,2,3
taxi,0,0,17,0,0
bradleyzero,8,1,20,0,0
vani,121,4,29,0,2
CoLeFunk,9,0,21,5,25
jessesomfay,96,0,31,0,0
touchysubject,5,0,0,0,0
trompo,1,0,1,2,0
tyrelwilliams,1,1,1,0,1
djbricksta,0,1,3,0,0
teamspirit,0,1,0,0,1
milo317,0,1,1,0,0
deisekid,4,1,6,0,7
dubinch,9,1,6,0,1
gamartstudios1,0,1,0,1,1
droy,1,1,11,0,1
AnonymousDJ,1,1,1,0,0
santositaly,2,1,30,1,0
Deejbrat,8,1,3,0,1
inium666,0,1,0,3,10
unique3,0,1,6,0,0
DjDawizz,0,1,4,0,0
AFRMUSIC,1,1,1,0,0
nsfw,4,1,4,0,0
aaronpavis,2,1,3,0,2
bigwheel,8,1,3,2,7
djphaze,3,2,14,0,0
Nato,4,1,5,0,3
DjNoldar,0,1,0,2,0
djnadr,0,1,1,0,0
djbigs,3,1,2,0,0
PixxxelPorns,6,1,23,0,0
GarethBoscoMcAlinden,0,1,1,0,1
djsqid,11,1,4,0,0
neulander,5,1,2,1,2
redsoul,0,1,2,0,0
FACTMixArchive,0,180,464,1,2
LaidBackRadio,12,106,1337,20,79
DJDimsa,27,91,165,1,12
jim_k,0,2,1,0,0
SoundsOuttaRange,2,2,0,0,1
balboasconnection,0,2,1,0,2
CF1,0,17,5,0,3
dudleystrangeways,0,1,0,0,0
adamsmith,0,1,4,1,1
ArchiveOfficial,0,1,6,0,1
musika,0,5,7,0,0
magimix,8,0,1,0,4
thekorovaconspiracy,69,7,69,11,5
zombot,7,0,23,0,4
markdotmeyer,0,0,1,0,10
funkychicks,0,6,7,0,8
vishalmenon,5,1,14,9,15
alexoliver,0,2,1,0,1
ryanwinters,0,0,6,1,1
rahnvu,2,0,0,2,1
davy,0,1,0,0,0
Reloading,0,8,4,0,1
davi,0,0,1,0,0
mkaechele,1,0,1,0,1
Funkerman,0,0,7,0,0
triplefilteredmusic,0,2,2,0,1
LukeHarmony,5,0,19,0,0
JayH,0,3,6,0,1
rolo,3,0,3,0,0
havokdj,0,1,2,0,0
nenashigusa,1,0,0,0,0
asshi,1,2,2,0,2
welovehoyahoya,0,1,10,0,3
willedmond,1,1,0,0,0
Screwtec,3,1,1,0,0
trailo,3,1,4,0,1
TheFlyingPony,0,1,1,0,1
amzdj,0,1,0,0,0
m0loo,3,0,6,1,2
riofernandez,1,0,1,0,1
incyde,0,0,17,0,1
wvv,13,0,36,4,10
avaunt,20,8,14,0,1
neosoul,1,0,1,5,29
plamenkovich,2,0,0,0,7
Lovebump,1,3,12,1,0
nsa,4,1,1,1,15
fatcat,14,13,7,0,8
dirtymusic,1,26,3,1,25
dizzypoetics,0,1,1,0,1
dids,0,4,3,0,0
mokame,2,0,0,4,8
eliezer,1,13,5,0,3
Juliphie,8,0,19,1,19
spicypimps,0,2,0,0,0
inthefield,0,0,4,0,0
kasimir,1,0,1,0,1
lazym,6,2,30,4,2
doubledecimal,2,4,1,0,1
frequenthouse,0,1,1,0,0
djliondee,2,0,1,0,0
djuspec,1,3,4,0,6
daiscos,2,0,2,3,5
notheen,0,0,5,0,0
SintheticProductions,0,4,6,0,2
theonion,0,0,29,0,0
robksawyer,0,0,1,0,1
snapant,3,0,0,0,0
punto,0,0,3,0,0
kickoff_ken,1,0,0,1,1
castico,1,0,0,0,0
SimonIddol,2,6,31,0,0
sai_2,21,0,11,3,19
gnva,1,1,1,0,0
ng24productions,1,1,1,0,0
jinwhosmean,13,0,26,1,42
jamiescott,0,2,0,0,2
wemakeparty,3,0,15,0,2
wired,0,33,75,0,0
bobbydavros,4,3,4,0,3
marcodassi,0,2,28,0,0
DJVainsylRadikal,1,0,1,0,0
hotoneten,16,7,61,0,10
domsko,0,1,5,0,0
muzka,13,4,22,0,0
DJ_Cutlass_Supreme,0,1,5,0,0
divine,0,0,2,0,0
pressureradio,0,0,1,0,0
VirusSyndicate,0,1,87,0,0
adnaja,1,0,0,0,0
palgaton,0,2,1,0,3
frank_naht,1,1,1,0,1
djbent,2,3,4,2,5
OFFtrackradio,0,13,23,0,0
trips,3,32,5,0,5
djchrisallen,0,7,15,0,0
etiennefeudo,0,2,0,0,1
ajello,1,2,6,0,0
MalteOne,23,1,38,10,25
bbcradio4WPR,0,11,5,0,0
scw,1,0,0,0,0
Fim,2,1,0,0,6
hashbackhashish,1,4,0,1,0
peavey,0,0,5,0,0
shiroi_5tud10,4,0,6,3,6
bigwhoop,1,1,1,0,1
fiordmusic,0,1,3,0,0
joshlove_promosets,0,8,7,0,0
modyakhoz,1,0,1,0,0
popfart,0,0,4,0,0
Digby,0,4,22,0,0
Vogelfutter,0,2,6,0,1
dimitrisf,0,0,1,0,1
djsajan,9,5,31,1,0
primal,8,1,3,1,1
Knux_12,1,0,0,0,0
perlssdj,4,0,13,0,1
ferruz81,3,0,8,6,10
djdeformaty,0,3,8,0,0
djsimons,0,2,5,0,0
Natalie_Stew_Manchester_global,0,20,7,0,3
cjayswayne,1,1,1,0,2
Duff_Gun,1,1,4,1,3
robnutek,3,6,1,0,1
djrogerc,48,2,41,2,4
scary,1,0,3,0,1
kwrk,2,4,4,1,2
patrascano,1,0,2,0,0
djsoulfood,0,2,3,0,0
alenavnutskih,1,0,12,1,1
zoehowe,2,28,3,0,1
karlos75,84,6,82,4,7
seize,2,0,0,5,4
blackfelixloco,72,0,13,19,86
JimGriffin,0,10,3,0,6
mrpedros,0,0,1,0,0
ziloub,0,8,6,0,7
darionahi,19,0,41,7,16
analog,9,1,2,4,32
over8ight,5,1,0,0,1
piranhapiranha,0,0,5,1,0
musicguru,3,0,8,0,12
RyRy_93,1,6,1,3,6
thebreadcrumbtrail,0,3,0,1,2
apgdesign,24,0,43,3,58
mckennafm,2,0,0,1,1
beatmassa,50,9,78,21,35
brknrdr,2,1,9,3,1
ayhanakca,1,2,25,2,7
chazatlas,0,0,2,0,5
dutchicansoul,0,1,1,0,0
Sight,341,33,164,59,225
sugashay,0,1,1,0,2
latinmafia,0,0,2,0,0
diamantero,7,1,3,0,2
PureBehrouz,0,4,15,0,4
klk,2,1,5,0,1
ciemmemusic,6,1,7,0,4
rafmusic,1,0,0,0,0
heavythrills,39,3,53,1,1
ChrisMills,0,0,3,0,0
audiotop,0,0,6,0,3
phaetor,3,0,3,0,10
4ooce,0,1,0,0,2
sayaka,4,0,6,0,3
RubyandTony,1,0,0,0,2
ensemblevide,2,3,2,0,4
victornun,93,0,88,150,274
TruGroovez,38,0,12,0,0
cookandfinn,2,5,5,0,7
alexdouche,0,0,3,3,10
zooby,1,0,2,1,7
DjGonzo,0,2,2,0,1
Alien,0,0,1,0,0
waywardcloud,1,0,14,1,1
SanctumInc,0,0,3,0,0
uptownjoe,6,8,5,1,8
nowromancer,0,1,4,1,2
dj_gjuro,0,2,2,0,1
reraw,16,2,77,2,24
Francescadj,0,1,1,0,1
radiosquinn,1,0,0,1,2
JillzWorth,2,1,4,2,4
yann_goredini,2,3,4,0,0
DJCarlDean,2,1,0,0,1
ruche,5,0,5,13,51
RogerSlato,6,1,2,0,0
chill2,5,0,0,5,17
soulminority,0,2,144,1,4
jaxxb,39,0,24,5,1
stevenfunnell,4,3,9,0,1
dutchhawk,1,0,0,0,1
